Lab_Source,Adsorbent,Adsorbate,Surface area(m2/g),Adsorption capacity(mg/g),Initial Concentration(ppm),RE,Contact Time (min.),Dose(g/L),RPM,Initial pH,T(K),Ref.,Unnamed: 12,Adsorbate_norm,Adsorbent_Family,Site_Density,Cap_Load_Ratio,LogTime,Mixing_Index,Thermo_Capacity,Driving_Force,Acidity_Strength,ion_charge,ion_ionic_radius_A,ion_hydrated_radius_A,ion_known,ion_potential,hydration_ratio,Regime,Ref_group,Adsorbent_group,Adsorbate_group
,PLCD,Ni,20.6,67.0,20.0,65.1,20.0,0.4,150.0,6.0,298.0,"(Qin et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0161589017305061,Ni2+,composite_other,0.4119999999794,3.3499999998325,3.044522437723423,456.6783656585134,19966.0,49.99999987499999,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Qin et al., 2017)",PLCD,Ni2+
,chitin/lignin adsorbents,Ni,1.86,70.41,50.0,85.1,60.0,5.0,1000.0,5.0,293.0,"(Bartczak et al., 2017)",http://sciencedirect.com/science/article/pii/S0301479717308617,Ni2+,composite_other,0.18599999999628003,1.408199999971836,4.110873864173311,4110.873864173312,20630.129999999997,9.999999998,2.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Bartczak et al., 2017)",chitin/lignin adsorbents,Ni2+
,chitin/lignin adsorbents,Cu,1.86,75.7,50.0,85.5,60.0,5.0,1000.0,5.0,293.0,"(Bartczak et al., 2017)",http://sciencedirect.com/science/article/pii/S0301479717308618,Cu2+,composite_other,0.18599999999628003,1.5139999999697202,4.110873864173311,4110.873864173312,22180.100000000002,9.999999998,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,"(Bartczak et al., 2017)",chitin/lignin adsorbents,Cu2+
,chitin/lignin adsorbents,Zn,1.86,82.41,50.0,92.3,60.0,5.0,1000.0,5.0,293.0,"(Bartczak et al., 2017)",http://sciencedirect.com/science/article/pii/S0301479717308619,Zn2+,composite_other,0.18599999999628003,1.648199999967036,4.110873864173311,4110.873864173312,24146.129999999997,9.999999998,2.0,2.0,0.74,4.3,1,2.702702699050402,5.810810802958364,Acidic_HighC0,"(Bartczak et al., 2017)",chitin/lignin adsorbents,Zn2+
,chitin/lignin adsorbents,Pb,1.86,91.74,50.0,99.1,60.0,5.0,1000.0,5.0,293.0,"(Bartczak et al., 2017)",http://sciencedirect.com/science/article/pii/S0301479717308620,Pb2+,composite_other,0.18599999999628003,1.834799999963304,4.110873864173311,4110.873864173312,26879.82,9.999999998,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Bartczak et al., 2017)",chitin/lignin adsorbents,Pb2+
,PAA-g-APL,Pb,1.5198,222.73,207.2,68.0,780.0,1.0,150.0,5.0,298.0,"(Liu et al., 2020a)",https://www.sciencedirect.com/science/article/pii/S0304389420301965,Pb2+,composite_other,0.0073349420849066855,1.0749517374465496,6.660575149839686,999.0862724759529,66373.54,207.19999979279999,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Liu et al., 2020a)",PAA-g-APL,Pb2+
,PAA-g-APL,Cu,1.5198,20.69,63.5,28.6,780.0,1.0,150.0,5.0,298.0,"(Liu et al., 2020a)",https://www.sciencedirect.com/science/article/pii/S0304389420301966,Cu2+,composite_other,0.023933858267339625,0.32582677164841223,6.660575149839686,999.0862724759529,6165.620000000001,63.4999999365,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,"(Liu et al., 2020a)",PAA-g-APL,Cu2+
,PAA-g-APL,Cd,1.5198,6.61,112.4,3.4,780.0,1.0,150.0,5.0,298.0,"(Liu et al., 2020a)",https://www.sciencedirect.com/science/article/pii/S0304389420301967,Cd2+,composite_other,0.013521352313046962,0.05880782918097146,6.660575149839686,999.0862724759529,1969.7800000000002,112.3999998876,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Liu et al., 2020a)",PAA-g-APL,Cd2+
,A-LMS-5,Cr,7.68,54.2,0.18,95.0,180.0,0.5,150.0,6.0,298.0,"(Popovic et al., 2020)",https://pubs.rsc.org/en/content/articlehtml/2020/ra/d0ra03439h,Cr3+,composite_other,21.333333214814814,301.1111094382716,5.198497031265826,779.7745546898739,16151.6,0.35999999928,1.0,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_LowC0,"(Popovic et al., 2020)",A-LMS-5,Cr3+
,A-LMS-6,As,7.68,53.12,0.22,96.0,180.0,0.5,150.0,6.0,298.0,"(Popovic et al., 2020)",https://pubs.rsc.org/en/content/articlehtml/2020/ra/d0ra03439h,As3+,composite_other,17.45454537520661,241.4545443570248,5.198497031265826,779.7745546898739,15829.759999999998,0.43999999912000004,1.0,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Popovic et al., 2020)",A-LMS-6,As3+
,A-LMS-7,Cd,7.68,74.84,0.15,97.0,180.0,0.5,150.0,6.5,298.0,"(Popovic et al., 2020)",https://pubs.rsc.org/en/content/articlehtml/2020/ra/d0ra03439h,Cd2+,composite_other,25.599999829333335,498.9333300071112,5.198497031265826,779.7745546898739,22302.32,0.2999999994,0.5,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,"(Popovic et al., 2020)",A-LMS-7,Cd2+
,A-LMS-8,Ni,7.68,49.42,0.19,89.0,180.0,0.5,150.0,6.5,298.0,"(Popovic et al., 2020)",https://pubs.rsc.org/en/content/articlehtml/2020/ra/d0ra03439h,Ni2+,composite_other,20.210526209418283,260.1052617889197,5.198497031265826,779.7745546898739,14727.16,0.37999999924000005,0.5,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_LowC0,"(Popovic et al., 2020)",A-LMS-8,Ni2+
,Sulfo-methylated lignin-grafted-polyacrylic acid,Co,22.27,145.14,200.0,91.2,250.0,2.0,150.0,7.0,298.0,"Jiao et al., 2022 ",https://www.sciencedirect.com/science/article/pii/S0304389421016873,Co2+,composite_other,0.2226999999988865,0.7256999999963715,5.5254529391317835,828.8179408697675,43251.719999999994,99.99999995,0.0,2.0,0.745,4.23,1,2.6845637547858208,5.677852341372011,Neutral_HighC0,"Jiao et al., 2022",Sulfo-methylated lignin-grafted-polyacrylic acid,Co2+
,Sulfo-methylated lignin-grafted-polyacrylic acid,Cu,18.05,117.64,200.0,88.5,250.0,2.0,150.0,7.0,298.0,"Jiao et al., 2022 ",https://www.sciencedirect.com/science/article/pii/S0304389421016874,Cu2+,composite_other,0.18049999999909752,0.5881999999970591,5.5254529391317835,828.8179408697675,35056.72,99.99999995,0.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Neutral_HighC0,"Jiao et al., 2022",Sulfo-methylated lignin-grafted-polyacrylic acid,Cu2+
,Sulfo-methylated lignin-grafted-polyacrylic acid,Ni,25.59,166.72,200.0,80.1,250.0,2.0,150.0,7.0,298.0,"Jiao et al., 2022 ",https://www.sciencedirect.com/science/article/pii/S0304389421016875,Ni2+,composite_other,0.25589999999872054,0.833599999995832,5.5254529391317835,828.8179408697675,49682.56,99.99999995,0.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Neutral_HighC0,"Jiao et al., 2022",Sulfo-methylated lignin-grafted-polyacrylic acid,Ni2+
,Sulfo-methylated lignin-grafted-polyacrylic acid,Cd,42.65,277.89,200.0,97.7,250.0,2.0,150.0,7.0,298.0,"Jiao et al., 2022 ",https://www.sciencedirect.com/science/article/pii/S0304389421016876,Cd2+,composite_other,0.42649999999786753,1.3894499999930527,5.5254529391317835,828.8179408697675,82811.22,99.99999995,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"Jiao et al., 2022",Sulfo-methylated lignin-grafted-polyacrylic acid,Cd2+
,Sulfo-methylated lignin-grafted-polyacrylic acid,Pb,52.92,344.85,200.0,99.1,60.0,2.0,150.0,7.0,298.0,"Jiao et al., 2022 ",https://www.sciencedirect.com/science/article/pii/S0304389421016877,Pb2+,composite_other,0.529199999997354,1.724249999991379,4.110873864173311,616.6310796259967,102765.3,99.99999995,0.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Neutral_HighC0,"Jiao et al., 2022",Sulfo-methylated lignin-grafted-polyacrylic acid,Pb2+
,Peanut shell (PS650),As3+,28.11,0.16,1.005,79.6,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301403,As3+,composite_other,139.85074612950177,0.15920397994109056,7.6783263565068856,1151.7489534760327,147.68,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell (PS650),As3+
,Buckwheat husk (BWH350),As3+,11.4,0.48,0.8025,36.44,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301403,As3+,biomass,71.02803729466912,0.5981308403761609,7.6783263565068856,1151.7489534760327,299.03999999999996,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk (BWH350),As3+
,Buckwheat husk (BWH350),As3+,11.4,0.48,0.6,37.5,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301404,As3+,biomass,94.99999984166668,0.7999999986666667,7.6783263565068856,1151.7489534760327,299.03999999999996,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk (BWH350),As3+
,Buckwheat husk (BWH350),As3+,11.4,0.48,1.005,29.1,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301405,As3+,biomass,56.716417854013514,0.4776119398232717,7.6783263565068856,1151.7489534760327,299.03999999999996,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk (BWH350),As3+
,Buckwheat husk(BWH450),As3+,10.72,0.54,0.8025,32.71,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301406,As3+,biomass,66.79127717533798,0.6728971954231812,7.6783263565068856,1151.7489534760327,390.42,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH450),As3+
,Buckwheat husk(BWH450),As3+,10.72,0.54,0.6,36.25,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301407,As3+,biomass,89.33333318444446,0.8999999985000001,7.6783263565068856,1151.7489534760327,390.42,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH450),As3+
,Buckwheat husk(BWH450),As3+,10.72,0.54,1.005,34.32,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301408,As3+,biomass,53.33333328026534,0.5373134323011807,7.6783263565068856,1151.7489534760327,390.42,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH450),As3+
,Buckwheat husk(BWH550),As3+,17.02,0.458,1.005,35.07,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301409,As3+,biomass,84.67661683116754,0.4557213925813718,7.6783263565068856,1151.7489534760327,376.934,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH550),As3+
,Buckwheat husk(BWH550),As3+,17.02,0.458,0.8025,29.9,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301410,As3+,biomass,106.04361357502353,0.5707165101922537,7.6783263565068856,1151.7489534760327,376.934,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH550),As3+
,Buckwheat husk(BWH550),As3+,17.02,0.458,0.6,41.25,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301411,As3+,biomass,141.83333309694444,0.7633333320611112,7.6783263565068856,1151.7489534760327,376.934,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH550),As3+
,Buckwheat husk(BWH650),As3+,17.8,0.254,0.6,35.0,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301412,As3+,biomass,148.3333330861111,0.42333333262777784,7.6783263565068856,1151.7489534760327,234.442,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH650),As3+
,Buckwheat husk(BWH650),As3+,17.8,0.254,1.005,20.14,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301413,As3+,biomass,88.55721384223163,0.2527363181564813,7.6783263565068856,1151.7489534760327,234.442,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH650),As3+
,Buckwheat husk(BWH650),As3+,17.8,0.254,0.8025,31.77,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0959652617301414,As3+,biomass,110.90342665307985,0.31651090303238516,7.6783263565068856,1151.7489534760327,234.442,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Buckwheat husk(BWH650),As3+
,Corncobs(CC350),As3+,12.44,0.495,0.6,33.75,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305246,As3+,composite_other,103.6666664938889,0.8249999986250001,7.6783263565068856,1151.7489534760327,308.385,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC350),As3+
,Corncobs(CC350),As3+,12.44,0.495,1.005,26.11,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305247,As3+,composite_other,61.89054720209896,0.49253731294274894,7.6783263565068856,1151.7489534760327,308.385,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC350),As3+
,Corncobs(CC350),As3+,12.44,0.495,0.8025,32.7,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305248,As3+,composite_other,77.50778806541085,0.616822429137916,7.6783263565068856,1151.7489534760327,308.385,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC350),As3+
,Corncobs(CC450),As3+,14.42,0.553,0.6,33.75,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305249,As3+,composite_other,120.16666646638889,0.9216666651305557,7.6783263565068856,1151.7489534760327,399.819,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC450),As3+
,Corncobs(CC450),As3+,14.42,0.553,0.8025,29.9,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305250,As3+,composite_other,89.84423664816917,0.6890965723500355,7.6783263565068856,1151.7489534760327,399.819,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC450),As3+
,Corncobs(CC550),As3+,37.11,0.06,0.6,11.25,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305251,As3+,composite_other,309.2499994845834,0.09999999983333334,7.6783263565068856,1151.7489534760327,49.379999999999995,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC550),As3+
,Corncobs(CC550),As3+,37.11,0.06,1.005,5.97,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305252,As3+,composite_other,184.6268654879335,0.059701492477908964,7.6783263565068856,1151.7489534760327,49.379999999999995,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC550),As3+
,Corncobs(CC550),As3+,37.11,0.06,0.8025,7.47,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305253,As3+,composite_other,231.21495298290975,0.07476635504702012,7.6783263565068856,1151.7489534760327,49.379999999999995,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC550),As3+
,Corncobs(CC650),As3+,47.63,0.32,0.8025,22.42,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305254,As3+,composite_other,296.7601242407974,0.39875389358410734,7.6783263565068856,1151.7489534760327,295.36,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC650),As3+
,Corncobs(CC650),As3+,47.63,0.32,0.6,23.75,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305255,As3+,composite_other,396.91666600513895,0.5333333324444445,7.6783263565068856,1151.7489534760327,295.36,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC650),As3+
,Corncobs(CC650),As3+,47.63,0.32,1.005,21.64,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.sciencedirect.com/science/article/pii/S0048969720305256,As3+,composite_other,236.965173893567,0.3184079598821811,7.6783263565068856,1151.7489534760327,295.36,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Corncobs(CC650),As3+
,Mulberry wood (MW550),As3+,58.03,0.08,1.005,5.97,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,288.70646737442144,0.07960198997054528,7.6783263565068856,1151.7489534760327,65.84,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood (MW550),As3+
,Mulberry wood (MW550),As3+,58.03,0.08,0.6,8.75,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,483.5833325273611,0.13333333311111112,7.6783263565068856,1151.7489534760327,65.84,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood (MW550),As3+
,Mulberry wood (MW550),As3+,58.03,0.08,0.8025,7.47,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,361.5576319482148,0.09968847339602684,7.6783263565068856,1151.7489534760327,65.84,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood (MW550),As3+
,Mulberry wood(MW350),As3+,16.56,0.03,0.8025,3.73,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,103.17756996488777,0.03738317752351006,7.6783263565068856,1151.7489534760327,18.689999999999998,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW350),As3+
,Mulberry wood(MW350),As3+,16.56,0.03,1.005,2.23,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,82.38805961951437,0.029850746238954482,7.6783263565068856,1151.7489534760327,18.689999999999998,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW350),As3+
,Mulberry wood(MW350),As3+,16.56,0.03,0.6,3.75,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,137.99999977000002,0.04999999991666667,7.6783263565068856,1151.7489534760327,18.689999999999998,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW350),As3+
,Mulberry wood(MW650),As3+,24.46,0.036,0.6,6.25,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,203.83333299361115,0.0599999999,7.6783263565068856,1151.7489534760327,33.227999999999994,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW650),As3+
,Mulberry wood(MW650),As3+,24.46,0.036,1.005,3.73,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,121.69154216747111,0.03582089548674538,7.6783263565068856,1151.7489534760327,33.227999999999994,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW650),As3+
,Mulberry wood(MW650),As3+,24.46,0.036,0.8025,2.8,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,biomass,152.39875370417602,0.04485981302821207,7.6783263565068856,1151.7489534760327,33.227999999999994,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Mulberry wood(MW650),As3+
,Peanut shell (PS550),As3+,18.58,0.23,0.8025,22.42,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,115.76323973113614,0.28660436101357717,7.6783263565068856,1151.7489534760327,189.29000000000002,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell (PS550),As3+
,Peanut shell (PS550),As3+,18.58,0.23,1.005,20.14,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,92.4378108532957,0.22885572116531772,7.6783263565068856,1151.7489534760327,189.29000000000002,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell (PS550),As3+
,Peanut shell (PS550),As3+,18.58,0.23,0.6,21.25,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,154.83333307527778,0.3833333326944445,7.6783263565068856,1151.7489534760327,189.29000000000002,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell (PS550),As3+
,Peanut shell (PS550),As3+,18.58,0.23,0.6,26.25,2160.0,5.0,150.0,5.5,823.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,154.83333307527778,0.3833333326944445,7.6783263565068856,1151.7489534760327,189.29000000000002,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell (PS550),As3+
,Peanut shell (PS650),As3+,28.11,0.14,0.8025,16.82,2160.0,5.0,150.0,5.5,923.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,175.14018669764465,0.17445482844304697,7.6783263565068856,1151.7489534760327,129.22,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell (PS650),As3+
,Peanut shell(PS350),As3+,14.03,0.29,1.005,23.88,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,69.80099495542188,0.2885572136432266,7.6783263565068856,1151.7489534760327,180.67,0.20099999995979997,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell(PS350),As3+
